datetime,asset_class,close,high,low,open,symbol,symbol_group,volume,expiry
2025-09-25 20:34:00+00:00,STK,184.36080986766876,184.36080986766876,125.4712442050469,181.12109239690164,SPY_STK,SPY,8410,
2025-09-25 20:35:00+00:00,STK,199.05186397328455,199.05186397328455,102.17617335137675,102.17617335137675,SPY_STK,SPY,2117,
2025-09-25 20:36:00+00:00,STK,182.92834070763644,182.92834070763644,150.2105938771369,174.1334931019472,SPY_STK,SPY,6662,
2025-09-25 20:37:00+00:00,STK,192.51894735708336,192.51894735708336,135.99564820908424,135.99564820908424,SPY_STK,SPY,1640,
2025-09-25 20:38:00+00:00,STK,153.23830979322793,154.13122664875272,116.35953002932577,116.35953002932577,SPY_STK,SPY,2953,
2025-09-25 20:39:00+00:00,STK,154.7392699256951,186.96988757520208,153.67137124451995,153.67137124451995,SPY_STK,SPY,9258,
2025-09-25 20:40:00+00:00,STK,167.80682781687972,199.20910405638813,158.1514324245848,199.20910405638813,SPY_STK,SPY,7562,
2025-09-25 20:41:00+00:00,STK,186.75338452612317,186.75338452612317,123.16161745968057,130.4263472037754,SPY_STK,SPY,3593,
2025-09-25 20:42:00+00:00,STK,186.72939711819154,190.18152506569498,101.33863675324578,190.18152506569498,SPY_STK,SPY,4561,
2025-09-25 20:43:00+00:00,STK,190.23016149544532,190.23016149544532,140.5768509034358,140.5768509034358,SPY_STK,SPY,5858,
2025-09-25 20:44:00+00:00,STK,168.15360052163047,168.15360052163047,162.75629405517486,162.75629405517486,SPY_STK,SPY,5733,
2025-09-25 20:45:00+00:00,STK,155.9627585996837,155.9627585996837,106.72919167688397,117.30589884667066,SPY_STK,SPY,2872,
2025-09-25 20:46:00+00:00,STK,130.19066797649782,165.63567363395438,117.12392434207513,137.6479307285697,SPY_STK,SPY,2188,
2025-09-25 20:47:00+00:00,STK,128.0410242152876,138.7469702985454,128.0410242152876,138.7469702985454,SPY_STK,SPY,4221,
2025-09-25 20:48:00+00:00,STK,117.67476866986222,171.51360027127257,117.67476866986222,171.51360027127257,SPY_STK,SPY,9078,
2025-09-25 20:49:00+00:00,STK,166.23998367315698,166.23998367315698,103.41423710096781,103.41423710096781,SPY_STK,SPY,3225,
2025-09-25 20:50:00+00:00,STK,193.13755061794427,193.13755061794427,120.97682456872248,133.62326011966383,SPY_STK,SPY,1147,
2025-09-25 20:51:00+00:00,STK,144.2793209120614,164.30240461337712,126.06255465831987,126.06255465831987,SPY_STK,SPY,4874,
2025-09-25 20:52:00+00:00,STK,177.62839520749657,177.62839520749657,173.0761723287857,173.0761723287857,SPY_STK,SPY,3551,
2025-09-25 20:53:00+00:00,STK,108.24553409918039,178.97938416426913,105.16606184718918,105.16606184718918,SPY_STK,SPY,6209,
2025-09-25 20:54:00+00:00,STK,195.9433512818136,195.9433512818136,185.4892629410714,192.55089321337934,SPY_STK,SPY,2794,
2025-09-25 20:55:00+00:00,STK,194.1718911085435,194.1718911085435,120.55582954348465,120.55582954348465,SPY_STK,SPY,2155,
2025-09-25 20:56:00+00:00,STK,102.19217874952685,126.30297772665574,102.19217874952685,114.9907961465111,SPY_STK,SPY,8964,
2025-09-25 20:57:00+00:00,STK,108.72982540093075,145.77090131422904,108.72982540093075,123.67823668075314,SPY_STK,SPY,4889,
2025-09-25 20:58:00+00:00,STK,197.6774492916527,197.6774492916527,117.19011867313596,125.35780133636968,SPY_STK,SPY,5939,
2025-09-25 20:59:00+00:00,STK,161.1581715504703,161.1581715504703,120.76568878516647,139.36787306682018,SPY_STK,SPY,5772,
2025-09-25 21:00:00+00:00,STK,180.64944450044777,180.64944450044777,149.10034137317894,149.10034137317894,SPY_STK,SPY,5634,
2025-09-25 21:01:00+00:00,STK,180.96488800274798,180.96488800274798,131.21178348811597,131.21178348811597,SPY_STK,SPY,5195,
2025-09-25 21:02:00+00:00,STK,117.01956138827427,175.85253390831713,117.01956138827427,175.85253390831713,SPY_STK,SPY,4999,
2025-09-25 21:03:00+00:00,STK,114.27959496749632,133.03696939542644,104.27854505295888,104.27854505295888,SPY_STK,SPY,9333,
2025-09-25 21:04:00+00:00,STK,122.97285279366564,130.54446567445532,122.97285279366564,127.21144630930286,SPY_STK,SPY,9265,
2025-09-25 21:05:00+00:00,STK,121.91923731517177,175.59549782056285,118.79407446047962,175.59549782056285,SPY_STK,SPY,7988,
2025-09-25 21:06:00+00:00,STK,146.26199969661994,193.53778503754748,146.26199969661994,168.3853708626719,SPY_STK,SPY,5458,
2025-09-25 21:07:00+00:00,STK,142.81009695100377,177.03971245330484,125.86018125529264,177.03971245330484,SPY_STK,SPY,3635,
2025-09-25 21:08:00+00:00,STK,182.39942222036865,198.86709295275898,129.24657437955557,129.24657437955557,SPY_STK,SPY,1541,
2025-09-25 21:09:00+00:00,STK,158.0764283778706,175.84378181409514,149.72258483095897,149.72258483095897,SPY_STK,SPY,3089,
2025-09-25 21:10:00+00:00,STK,159.17373613097897,162.36817463746135,149.74599281001903,162.36817463746135,SPY_STK,SPY,9102,
2025-09-25 21:11:00+00:00,STK,125.90279523271009,195.5512736067302,125.90279523271009,195.5512736067302,SPY_STK,SPY,2176,
2025-09-25 21:12:00+00:00,STK,103.95559153234196,198.46934964385542,103.95559153234196,198.46934964385542,SPY_STK,SPY,8637,
2025-09-25 21:13:00+00:00,STK,117.95966201737896,190.55355970302088,110.43411103187988,190.55355970302088,SPY_STK,SPY,7558,
2025-09-25 21:14:00+00:00,STK,175.65142166213195,195.9430551570637,111.42698374609483,141.21953698668486,SPY_STK,SPY,3058,
2025-09-25 21:15:00+00:00,STK,127.3383124164686,171.90896385765953,114.38249595392847,114.38249595392847,SPY_STK,SPY,3202,
2025-09-25 21:16:00+00:00,STK,167.81055236225495,167.81055236225495,102.89946511340413,102.89946511340413,SPY_STK,SPY,4675,
2025-09-25 21:17:00+00:00,STK,158.70045403807438,199.37715649861119,108.36866295381185,108.36866295381185,SPY_STK,SPY,5428,
2025-09-25 21:18:00+00:00,STK,173.7767903660351,177.8519501747384,144.92044274444066,177.8519501747384,SPY_STK,SPY,1141,
2025-09-25 21:19:00+00:00,STK,162.54224043851062,162.54224043851062,121.6177497821066,121.6177497821066,SPY_STK,SPY,9519,
2025-09-25 21:20:00+00:00,STK,158.04385005431618,158.04385005431618,103.39488509782552,127.26946081246453,SPY_STK,SPY,9918,
2025-09-25 21:21:00+00:00,STK,195.90811170429964,195.90811170429964,124.35426186708709,175.5095436929332,SPY_STK,SPY,1325,
2025-09-25 21:22:00+00:00,STK,191.23239434902024,191.23239434902024,175.84392816522126,175.84392816522126,SPY_STK,SPY,3963,
2025-09-25 21:23:00+00:00,STK,119.68531156994001,172.5073456325687,119.68531156994001,167.44128520872889,SPY_STK,SPY,1898,
2025-09-25 21:24:00+00:00,STK,191.20082230796953,191.20082230796953,120.88633209451662,147.43841139985156,SPY_STK,SPY,6311,
2025-09-25 21:25:00+00:00,STK,164.137130336388,190.2802466870058,164.137130336388,190.2802466870058,SPY_STK,SPY,7498,
2025-09-25 21:26:00+00:00,STK,184.5290058709027,184.5290058709027,115.21578700381185,115.21578700381185,SPY_STK,SPY,3134,
2025-09-25 21:27:00+00:00,STK,116.87007611063723,195.73964875725125,116.87007611063723,195.73964875725125,SPY_STK,SPY,1176,
2025-09-25 21:28:00+00:00,STK,183.12048618311272,197.14416311640431,149.79857406341597,149.79857406341597,SPY_STK,SPY,3824,
2025-09-25 21:29:00+00:00,STK,150.53066061326626,177.4392273512413,140.44226563543177,177.4392273512413,SPY_STK,SPY,4337,
2025-09-25 21:30:00+00:00,STK,172.94888297324823,172.94888297324823,118.2305727634504,118.2305727634504,SPY_STK,SPY,2877,
2025-09-25 21:31:00+00:00,STK,128.06358076144542,189.78684710611446,125.9262258985569,125.9262258985569,SPY_STK,SPY,1514,
2025-09-25 21:32:00+00:00,STK,141.22526910906925,199.7920402524266,111.19307142227322,199.7920402524266,SPY_STK,SPY,3723,
2025-09-25 21:33:00+00:00,STK,182.453767442996,186.56561101996857,182.453767442996,186.56561101996857,SPY_STK,SPY,9183,
2025-09-25 21:34:00+00:00,STK,110.68456296763651,176.12372497233773,110.68456296763651,159.8895691554753,SPY_STK,SPY,5385,
2025-09-25 21:35:00+00:00,STK,111.21948795856068,159.55623665047017,104.8113914033052,104.8113914033052,SPY_STK,SPY,1005,
2025-09-25 21:36:00+00:00,STK,195.33098698661107,195.33098698661107,120.19595878271387,120.19595878271387,SPY_STK,SPY,8979,
2025-09-25 21:37:00+00:00,STK,194.65236794600028,194.65236794600028,161.44985521056364,183.54657490883818,SPY_STK,SPY,2034,
2025-09-25 21:38:00+00:00,STK,134.9992591617508,177.34704872742907,134.9992591617508,164.15864355837874,SPY_STK,SPY,1423,
2025-09-25 21:39:00+00:00,STK,194.27473955436835,194.27473955436835,128.7117428768326,182.8306921878255,SPY_STK,SPY,6060,
2025-09-25 21:40:00+00:00,STK,191.37848158207092,191.37848158207092,105.94102045720058,105.94102045720058,SPY_STK,SPY,2069,
2025-09-25 21:41:00+00:00,STK,180.73369870048327,180.73369870048327,103.9178404881904,150.9181795351296,SPY_STK,SPY,1462,
2025-09-25 21:42:00+00:00,STK,171.7397400147671,193.88988142252106,171.7397400147671,193.88988142252106,SPY_STK,SPY,7973,
2025-09-25 21:43:00+00:00,STK,150.5007947055579,188.3458414701559,150.5007947055579,188.3458414701559,SPY_STK,SPY,4002,
2025-09-25 21:44:00+00:00,STK,196.19737896747014,196.19737896747014,103.21042061473523,103.21042061473523,SPY_STK,SPY,1228,
2025-09-25 21:45:00+00:00,STK,132.3639386573313,144.95428062863513,119.865613114126,119.865613114126,SPY_STK,SPY,6940,
2025-09-25 21:46:00+00:00,STK,104.79396790577334,195.01098512279324,104.79396790577334,195.01098512279324,SPY_STK,SPY,2968,
2025-09-25 21:47:00+00:00,STK,130.40227212702987,172.4404032727676,112.19630746648949,172.4404032727676,SPY_STK,SPY,2041,
2025-09-25 21:48:00+00:00,STK,197.66526180769185,197.66526180769185,119.27511867971585,119.27511867971585,SPY_STK,SPY,6968,
2025-09-25 21:49:00+00:00,STK,132.4675682344071,181.99357413588996,132.4675682344071,162.9150812265705,SPY_STK,SPY,9011,
2025-09-25 21:50:00+00:00,STK,123.51999924629999,182.82858037867265,123.51999924629999,153.8396841379722,SPY_STK,SPY,1909,
2025-09-25 21:51:00+00:00,STK,151.07506072436237,196.3527517154555,151.07506072436237,176.603056140584,SPY_STK,SPY,7118,
2025-09-25 21:52:00+00:00,STK,148.73513675257502,186.61175935820393,106.29814436660894,133.86200762882675,SPY_STK,SPY,2061,
2025-09-25 21:53:00+00:00,STK,185.70769560142674,185.70769560142674,144.73745148991603,144.73745148991603,SPY_STK,SPY,5275,
2025-09-25 21:54:00+00:00,STK,121.39546260528688,187.55673424610126,121.39546260528688,187.55673424610126,SPY_STK,SPY,3977,
2025-09-25 21:55:00+00:00,STK,118.79517158328701,183.1735346802281,118.79517158328701,121.74668805575277,SPY_STK,SPY,6433,
2025-09-25 21:56:00+00:00,STK,176.7489199923919,193.90417600698302,131.47274313556235,131.47274313556235,SPY_STK,SPY,5338,
2025-09-25 21:57:00+00:00,STK,188.30265728706095,188.30265728706095,121.40169045839679,121.40169045839679,SPY_STK,SPY,4615,
2025-09-25 21:58:00+00:00,STK,101.21337266905131,191.9670917775983,101.21337266905131,191.9670917775983,SPY_STK,SPY,3941,
2025-09-25 21:59:00+00:00,STK,181.1616689826393,181.1616689826393,100.26435225846072,100.26435225846072,SPY_STK,SPY,1930,
2025-09-25 22:00:00+00:00,STK,144.45013211796848,144.45013211796848,142.52871325030532,143.98465503319227,SPY_STK,SPY,7357,
2025-09-25 22:01:00+00:00,STK,159.31859618886693,159.31859618886693,141.05136014329213,141.86337434065285,SPY_STK,SPY,1301,
2025-09-25 22:02:00+00:00,STK,113.01288525147096,170.1637208854216,106.02752862989291,106.02752862989291,SPY_STK,SPY,4946,
2025-09-25 22:03:00+00:00,STK,195.42350135167217,195.42350135167217,153.9458990737933,153.9458990737933,SPY_STK,SPY,9573,
2025-09-25 22:04:00+00:00,STK,104.46900060964096,165.60250264578187,104.46900060964096,111.0624922865797,SPY_STK,SPY,1422,
2025-09-25 22:05:00+00:00,STK,183.06465160101675,199.24564007616505,183.06465160101675,185.7798627777028,SPY_STK,SPY,8217,
2025-09-25 22:06:00+00:00,STK,110.67755993399322,131.29788428130857,103.69976314355092,103.69976314355092,SPY_STK,SPY,8032,
2025-09-25 22:07:00+00:00,STK,190.62468634097047,191.78629800337862,189.47879528420174,191.78629800337862,SPY_STK,SPY,6157,
2025-09-25 22:08:00+00:00,STK,103.8458496175594,191.6016868202907,103.8458496175594,145.8834747355194,SPY_STK,SPY,2142,
2025-09-25 22:09:00+00:00,STK,115.46574438679004,189.14726261150938,115.46574438679004,158.86852378448467,SPY_STK,SPY,4463,
2025-09-25 22:10:00+00:00,STK,116.93385856768195,162.08475863049603,116.93385856768195,162.08475863049603,SPY_STK,SPY,6695,
2025-09-25 22:11:00+00:00,STK,171.7818411791242,171.7818411791242,133.7536425985625,149.5292553883803,SPY_STK,SPY,2129,
2025-09-25 22:12:00+00:00,STK,161.01758282669763,161.01758282669763,104.493846333846,124.52774894604022,SPY_STK,SPY,8191,
2025-09-25 22:13:00+00:00,STK,146.13198592181965,188.8385803259637,146.13198592181965,172.27008743157276,SPY_STK,SPY,7777,
2025-09-25 22:14:00+00:00,STK,163.15526588686552,163.15526588686552,116.71071267133945,116.71071267133945,SPY_STK,SPY,8619,
2025-09-25 22:15:00+00:00,STK,122.36505652117467,152.47446927576635,111.5403390807093,111.5403390807093,SPY_STK,SPY,4524,
2025-09-25 22:16:00+00:00,STK,167.12533564215448,167.12533564215448,146.95472445679067,165.9002719934924,SPY_STK,SPY,7246,
2025-09-25 22:17:00+00:00,STK,142.52162629462234,142.52162629462234,117.21193086000945,120.18605382039854,SPY_STK,SPY,9042,
2025-09-25 22:18:00+00:00,STK,190.09804591712532,190.09804591712532,102.87343112167098,138.09555742614316,SPY_STK,SPY,7704,
2025-09-25 22:19:00+00:00,STK,186.85722982320965,186.85722982320965,145.3805022227325,145.3805022227325,SPY_STK,SPY,9421,
2025-09-25 22:20:00+00:00,STK,168.01337123934536,189.91758369565034,158.37338356221895,158.37338356221895,SPY_STK,SPY,1820,
2025-09-25 22:21:00+00:00,STK,123.48422345442762,194.29574438850335,123.48422345442762,130.8576902208649,SPY_STK,SPY,9520,
2025-09-25 22:22:00+00:00,STK,140.45069268548727,154.57832247706827,133.4645628203643,154.57832247706827,SPY_STK,SPY,7136,
2025-09-25 22:23:00+00:00,STK,111.1854520545178,182.00131943489401,111.1854520545178,156.6870610463349,SPY_STK,SPY,6914,
2025-09-25 22:24:00+00:00,STK,115.95846295880713,147.1667303554183,115.95846295880713,133.3296202687729,SPY_STK,SPY,2050,
2025-09-25 22:25:00+00:00,STK,108.49004602460428,197.58227996271154,108.49004602460428,176.84612719800487,SPY_STK,SPY,6631,
2025-09-25 22:26:00+00:00,STK,168.54186792287285,168.54186792287285,120.58019065310465,162.46260370823364,SPY_STK,SPY,6432,
2025-09-25 22:27:00+00:00,STK,138.88079311131827,199.22389456800573,107.45566447045461,199.22389456800573,SPY_STK,SPY,2572,
2025-09-25 22:28:00+00:00,STK,150.86320286971923,152.60911599147525,121.02700688709815,124.14871846640216,SPY_STK,SPY,5045,
2025-09-25 22:29:00+00:00,STK,158.9740618235731,159.8354934559005,117.47882388465695,117.47882388465695,SPY_STK,SPY,4243,
2025-09-25 22:30:00+00:00,STK,193.3067032947514,194.85711782204766,134.43325507219063,134.43325507219063,SPY_STK,SPY,5271,
2025-09-25 22:31:00+00:00,STK,143.19367517348576,188.58052445434464,143.19367517348576,188.58052445434464,SPY_STK,SPY,2621,
2025-09-25 22:32:00+00:00,STK,182.63597273697835,182.63597273697835,126.01353367531752,141.8946053710376,SPY_STK,SPY,3003,
2025-09-25 22:33:00+00:00,STK,112.01265397197592,185.41264960020703,112.01265397197592,156.1192880351766,SPY_STK,SPY,3059,
2025-09-25 22:34:00+00:00,STK,184.48778201865878,184.48778201865878,153.93293704142087,154.07729902543096,SPY_STK,SPY,2546,
2025-09-25 22:35:00+00:00,STK,159.70999867719172,159.70999867719172,116.00430069764201,116.00430069764201,SPY_STK,SPY,9987,
2025-09-25 22:36:00+00:00,STK,195.50216906018892,196.62640678823533,187.20224084932175,196.62640678823533,SPY_STK,SPY,1313,
2025-09-25 22:37:00+00:00,STK,189.0451813967681,189.0451813967681,103.61322035731699,132.1441214351289,SPY_STK,SPY,7037,
2025-09-25 22:38:00+00:00,STK,100.40386064520659,161.99661381591244,100.40386064520659,144.3580496893149,SPY_STK,SPY,6640,
2025-09-25 22:39:00+00:00,STK,112.75396853886639,156.91330235388014,112.75396853886639,114.13547436605631,SPY_STK,SPY,7087,
2025-09-25 22:40:00+00:00,STK,146.0257465984825,151.20770184209474,116.66558817570078,116.66558817570078,SPY_STK,SPY,7030,
2025-09-25 22:41:00+00:00,STK,188.3652898913987,188.3652898913987,113.67292035847886,164.02417465620098,SPY_STK,SPY,5412,
2025-09-25 22:42:00+00:00,STK,190.32034011522592,198.91177079807554,132.1644727361461,198.91177079807554,SPY_STK,SPY,6897,
2025-09-25 22:43:00+00:00,STK,132.1724181799128,198.82385397546525,127.56274641147762,127.56274641147762,SPY_STK,SPY,2794,
2025-09-25 22:44:00+00:00,STK,186.10871791506358,186.10871791506358,110.18520037056182,136.74706949016647,SPY_STK,SPY,7977,
2025-09-25 22:45:00+00:00,STK,105.84676998347469,192.61568419407845,105.84676998347469,192.61568419407845,SPY_STK,SPY,5325,
2025-09-25 22:46:00+00:00,STK,175.1593677157696,175.1593677157696,154.01642210968112,154.01642210968112,SPY_STK,SPY,6022,
2025-09-25 22:47:00+00:00,STK,153.5816040462636,193.36791204276213,117.81499547623864,117.81499547623864,SPY_STK,SPY,6332,
2025-09-25 22:48:00+00:00,STK,189.75157396925124,189.75157396925124,114.79697197495683,169.56837499367307,SPY_STK,SPY,4571,
2025-09-25 22:49:00+00:00,STK,145.0867572074538,169.8991387552344,121.07449300063784,169.8991387552344,SPY_STK,SPY,7880,
2025-09-25 22:50:00+00:00,STK,137.70967330545483,193.6484062926474,137.70967330545483,145.73189787462314,SPY_STK,SPY,9001,
2025-09-25 22:51:00+00:00,STK,169.15507214722322,169.15507214722322,114.46761662337907,164.58561598360492,SPY_STK,SPY,6393,
2025-09-25 22:52:00+00:00,STK,190.63314190463998,190.63314190463998,104.98751065028462,148.93237954542732,SPY_STK,SPY,5298,
2025-09-25 22:53:00+00:00,STK,132.15521852929595,183.67081996399796,132.15521852929595,183.67081996399796,SPY_STK,SPY,2651,
2025-09-25 22:54:00+00:00,STK,186.41554419786036,188.38903825835658,149.01141972314545,188.38903825835658,SPY_STK,SPY,2590,
2025-09-25 22:55:00+00:00,STK,138.06853337850697,198.36563621247987,138.06853337850697,198.36563621247987,SPY_STK,SPY,4176,
2025-09-25 22:56:00+00:00,STK,163.98746704609403,173.8909426569171,148.51506834698205,148.51506834698205,SPY_STK,SPY,5647,
2025-09-25 22:57:00+00:00,STK,172.1153808434066,186.42893751516763,105.20243958946482,105.20243958946482,SPY_STK,SPY,2155,
2025-09-25 22:58:00+00:00,STK,108.92648136298045,170.1698594399125,108.92648136298045,113.99637470453129,SPY_STK,SPY,9249,
2025-09-25 22:59:00+00:00,STK,181.2879947219724,198.6546151589008,114.16209175557408,198.6546151589008,SPY_STK,SPY,2668,
2025-09-25 23:00:00+00:00,STK,155.59755354302277,199.93439647869945,143.78354309392773,143.78354309392773,SPY_STK,SPY,9907,
2025-09-25 23:01:00+00:00,STK,197.4504522161872,197.4504522161872,174.9520898938659,195.4282084066052,SPY_STK,SPY,2046,
2025-09-25 23:02:00+00:00,STK,161.3766453349641,161.3766453349641,117.04164682563145,117.04164682563145,SPY_STK,SPY,1746,
2025-09-25 23:03:00+00:00,STK,194.98511167707008,195.8463820709893,188.41565046312198,195.8463820709893,SPY_STK,SPY,4343,
2025-09-25 23:04:00+00:00,STK,150.201052413228,175.3866738325111,103.08070937184911,103.08070937184911,SPY_STK,SPY,9162,
2025-09-25 23:05:00+00:00,STK,116.01385475752667,193.13005524326397,116.01385475752667,129.4266873002245,SPY_STK,SPY,4922,
2025-09-25 23:06:00+00:00,STK,168.51404869108282,196.12632452745174,151.72268280225092,196.12632452745174,SPY_STK,SPY,9248,
2025-09-25 23:07:00+00:00,STK,129.26324722805933,194.25015712497992,125.7255156548392,194.25015712497992,SPY_STK,SPY,7658,
2025-09-25 23:08:00+00:00,STK,178.30142285558534,178.30142285558534,111.46527599358926,111.46527599358926,SPY_STK,SPY,8014,
2025-09-25 23:09:00+00:00,STK,104.35865115125668,120.14832478836331,104.35865115125668,108.1152159918169,SPY_STK,SPY,4236,
2025-09-25 23:10:00+00:00,STK,141.72224376232626,185.3200510381861,141.72224376232626,174.97207940210168,SPY_STK,SPY,4315,
2025-09-25 23:11:00+00:00,STK,122.20244181555053,173.29509519622948,122.20244181555053,173.29509519622948,SPY_STK,SPY,1109,
2025-09-25 23:12:00+00:00,STK,113.3591281063957,133.4182185286927,100.40141432542543,133.4182185286927,SPY_STK,SPY,1611,
2025-09-25 23:13:00+00:00,STK,188.9279502467835,188.9279502467835,125.46914229004483,160.97881105384593,SPY_STK,SPY,1098,
2025-09-25 23:14:00+00:00,STK,105.4786787678483,164.2671994065003,105.4786787678483,153.31494038980404,SPY_STK,SPY,2757,
2025-09-25 23:15:00+00:00,STK,183.73617673237922,195.03182771897406,104.05426652939117,104.05426652939117,SPY_STK,SPY,2065,
2025-09-25 23:16:00+00:00,STK,147.1934707997887,195.40725773733675,124.10280559107501,124.10280559107501,SPY_STK,SPY,1807,
2025-09-25 23:17:00+00:00,STK,172.2338844913355,192.592658421247,139.4513307517627,192.592658421247,SPY_STK,SPY,7193,
2025-09-25 23:18:00+00:00,STK,116.87889914019497,180.59350221985977,116.87889914019497,180.59350221985977,SPY_STK,SPY,1014,
2025-09-25 23:19:00+00:00,STK,186.91534509469574,186.91534509469574,156.83780753917824,175.67347336625306,SPY_STK,SPY,6672,
2025-09-25 23:20:00+00:00,STK,169.15219278398092,196.17516181996146,101.82243018520496,157.78655903148214,SPY_STK,SPY,7096,
2025-09-25 23:21:00+00:00,STK,161.89201257273902,184.96820859817126,161.89201257273902,184.96820859817126,SPY_STK,SPY,2425,
2025-09-25 23:22:00+00:00,STK,130.3314869650762,130.3314869650762,104.94240517913441,110.70114484107357,SPY_STK,SPY,8775,
2025-09-25 23:23:00+00:00,STK,195.94049598032333,195.94049598032333,155.41588561767537,190.53721725736824,SPY_STK,SPY,2432,
2025-09-25 23:24:00+00:00,STK,139.77973351686347,177.33292447833122,116.54576823878388,177.33292447833122,SPY_STK,SPY,2516,
2025-09-25 23:25:00+00:00,STK,134.31789772293874,194.31385572784865,134.31789772293874,170.71956874814845,SPY_STK,SPY,9764,
2025-09-25 23:26:00+00:00,STK,182.832037513879,182.832037513879,127.3342726038488,141.52289826440662,SPY_STK,SPY,2619,
2025-09-25 23:27:00+00:00,STK,168.55013092676714,185.58804888338042,154.10442129378765,159.73806886206833,SPY_STK,SPY,7436,
2025-09-25 23:28:00+00:00,STK,107.2705808374625,173.5833227620832,107.2705808374625,173.5833227620832,SPY_STK,SPY,7643,
2025-09-25 23:29:00+00:00,STK,129.99359307962817,195.537783797527,123.63705141770036,195.537783797527,SPY_STK,SPY,2902,
2025-09-25 23:30:00+00:00,STK,128.76900030997766,198.36236707014055,128.76900030997766,190.45491739346534,SPY_STK,SPY,1780,
2025-09-25 23:31:00+00:00,STK,108.5071568072216,146.63569551615024,108.5071568072216,124.22947248016604,SPY_STK,SPY,7960,
2025-09-25 23:32:00+00:00,STK,104.4305860869836,175.68638004317154,104.4305860869836,151.6673276312475,SPY_STK,SPY,8508,
2025-09-25 23:33:00+00:00,STK,192.19872204242634,195.68994852839626,153.0466528505969,195.68994852839626,SPY_STK,SPY,7338,
2025-09-25 23:34:00+00:00,STK,142.74362822843375,168.36831309637114,131.93737614342,131.93737614342,SPY_STK,SPY,7921,
2025-09-25 23:35:00+00:00,STK,144.93942235058614,175.7685660342027,144.93942235058614,166.98545457885155,SPY_STK,SPY,9454,
2025-09-25 23:36:00+00:00,STK,129.6776200670941,190.1557600463306,129.6776200670941,185.2871083131973,SPY_STK,SPY,7234,
2025-09-25 23:37:00+00:00,STK,124.20446432005215,177.7918156694222,124.20446432005215,173.16324187526357,SPY_STK,SPY,8155,
2025-09-25 23:38:00+00:00,STK,194.05221170008,194.05221170008,150.02038132273032,157.71447081431472,SPY_STK,SPY,9549,
2025-09-25 23:39:00+00:00,STK,110.04857856497543,188.11503257505336,110.04857856497543,122.90916449747552,SPY_STK,SPY,2525,
2025-09-25 23:40:00+00:00,STK,100.26123502376636,160.32782303848816,100.26123502376636,160.32782303848816,SPY_STK,SPY,9305,
2025-09-25 23:41:00+00:00,STK,115.50287643051156,139.7991815132066,110.33343230043957,135.85903791711235,SPY_STK,SPY,8378,
2025-09-25 23:42:00+00:00,STK,155.34632289255455,184.30266368279953,151.57392879562695,184.30266368279953,SPY_STK,SPY,2874,
2025-09-25 23:43:00+00:00,STK,135.8928693114273,177.4748382434958,133.92532777242874,133.92532777242874,SPY_STK,SPY,7299,
